SelectVenue,TasteofFood,QualityofFood,ManuVariety,ValuefortheMoney,OrderAccuracy,SpeedofService,Ambiance,OverallSatisfaction,Recomendation
StarMarquee,Good,Fair,Good,Excellent,Good,Fair,Excellent,Fair,Definitelyyes
JumeirahPalace,Poor,Good,Fair,Fair,Good,Fair,Poor,Poor,Probablyno
LaraibBanquet,Good,Excellent,Good,Fair,Excellent,Good,Fair,Good,Definitelyyes
QuilimMarquee,Good,Excellent,Fair,Good,Excellent,Excellent,Good,Excellent,Definitelyyes
VictoriaMarquee,Excellent,Good,Excellent,Fair,Good,Excellent,Good,Good,Definitelyyes
KoheToorMarquee,Fair,Good,Fair,Good,Good,Fair,Fair,Fair,Probablyyes
VictoriaMarquee,Fair,Fair,Fair,Fair,Excellent,Fair,Fair,Fair,Probablyyes
ParadiseGrandMarquee,Good,Excellent,Good,Excellent,Excellent,Good,Fair,Good,Definitelyyes
LayalpurMarquee,Good,Fair,Good,Fair,Good,Good,Excellent,Excellent,Definitelyyes
RoyalPalmMarquee,Fair,Fair,Poor,Fair,Fair,Good,Poor,Fair,Definitelyno
BandhanMarriageHall,Poor,Fair,Poor,Fair,Good,Fair,Good,Poor,Probablyno
GulistanMarriageHall,Fair,Excellent,Good,Fair,Good,Fair,Excellent,Good,Probablyyes
TamaseelMarriageHall,Good,Excellent,Good,Fair,Good,Excellent,Fair,Good,Probablyyes
BandhanMarriageHall,Good,Excellent,Good,Fair,Good,Excellent,Fair,Good,Definitelyyes
VictoriaMarquee,Fair,Excellent,Good,Good,Excellent,Good,Excellent,Excellent,Probablyyes
TheSheratonMarquee,Good,Excellent,Good,Excellent,Excellent,Good,Fair,Excellent,Definitelyyes
SevenSeasMarquee,Good,Good,Fair,Good,Excellent,Good,Fair,Fair,Probablyyes
ParadiseGrandMarquee,Fair,Good,Poor,Fair,Good,Fair,Excellent,Fair,Probablyyes
KoheToorMarquee,Fair,Good,Excellent,Fair,Good,Fair,Excellent,Excellent,Definitelyyes
WeddingMarquee,Poor,Fair,Good,Fair,Good,Fair,Good,Fair,Probablyno
JumeirahPalace,Good,Fair,Excellent,Good,Good,Excellent,Fair,Excellent,Definitelyyes
ParadiseGrandMarquee,Poor,Fair,Poor,Poor,Good,Fair,Good,Poor,Definitelyno
WeddingMarquee,Good,Fair,Poor,Fair,Fair,Good,Good,Good,Probablyno
BandhanMarriageHall,Poor,Fair,Good,Fair,Fair,Good,Fair,Poor,Definitelyno
TheRoyalBanquet,Good,Fair,Good,Fair,Good,Fair,Excellent,Good,Definitelyyes
TheRoyalBanquet,Poor,Good,Poor,Fair,Good,Fair,Good,Poor,Definitelyno
VictoriaMarquee,Fair,Fair,Good,Fair,Fair,Poor,Good,Good,Probablyyes
CrownPalaceMarquee,Fair,Poor,Fair,Fair,Poor,Fair,Good,Fair,Probablyno
CrystalsBanquetHall,Excellent,Good,Good,Fair,Good,Fair,Good,Good,Definitelyyes
WeddingMarquee,Excellent,Good,Fair,Good,Good,Fair,Excellent,Excellent,Definitelyyes
TheSheratonMarquee,Good,Fair,Poor,Fair,Good,Fair,Fair,Fair,Probablyyes
LaraibBanquet,Good,Fair,Fair,Good,Fair,Good,Fair,Fair,Probablyno
VictoriaMarquee,Good,Fair,Good,Excellent,Good,Fair,Excellent,Good,Definitelyyes
WeddingMarquee,Good,Excellent,Good,Fair,Good,Excellent,Good,Good,Definitelyyes
TheRoyalBanquet,Fair,Poor,Poor,Fair,Fair,Fair,Good,Fair,Probablyno
TheRoyalBanquet,Fair,Good,Fair,Good,Fair,Good,Good,Good,Probablyyes
FaisalabadMarriageHall,Fair,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Definitelyyes
PearlMarriageHall,Excellent,Fair,Fair,Good,Excellent,Good,Good,Excellent,Definitelyyes
CrownPalaceMarquee,Fair,Excellent,Good,Fair,Excellent,Good,Fair,Good,Probablyyes
SevenSeasMarquee,Good,Fair,Poor,Good,Good,Fair,Good,Fair,Probablyno
VictoriaMarquee,Poor,Fair,Good,Poor,Fair,Good,Fair,Fair,Definitelyno
VictoriaMarquee,Excellent,Good,Good,Excellent,Excellent,Good,Good,Good,Definitelyyes
JumeirahPalace,Poor,Poor,Fair,Poor,Good,Fair,Fair,Poor,Definitelyno
KoheToorMarquee,Excellent,Fair,Fair,Poor,Good,Good,Fair,Fair,Probablyno
WeddingMarquee,Fair,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Probablyyes
TheSheratonMarquee,Good,Excellent,Excellent,Good,Fair,Fair,Good,Good,Probablyno
StarMarquee,Excellent,Excellent,Excellent,Fair,Excellent,Fair,Excellent,Fair,Probablyyes
FaisalabadMarriageHall,Good,Fair,Poor,Fair,Good,Good,Fair,Fair,Probablyno
RoyalPalmMarquee,Fair,Good,Good,Poor,Fair,Fair,Good,Fair,Probablyno
VictoriaMarquee,Poor,Fair,Good,Fair,Poor,Poor,Fair,Poor,Definitelyno
JumeirahPalace,Poor,Good,Excellent,Fair,Fair,Fair,Good,Fair,Probablyno
ParadiseGrandMarquee,Fair,Good,Good,Excellent,Good,Good,Fair,Good,Probablyyes
KhayyamBanquetHall,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Probablyyes
WeddingMarquee,Poor,Good,Good,Fair,Fair,Fair,Good,Poor,Definitelyno
SevenSeasMarquee,Fair,Good,Poor,Poor,Good,Good,Fair,Fair,Probablyno
PearlMarriageHall,Fair,Good,Fair,Fair,Good,Good,Fair,Fair,Probablyno
RoyalPalaceMarquee,Excellent,Good,Good,Fair,Excellent,Excellent,Good,Excellent,Probablyyes
BandhanMarriageHall,Good,Good,Good,Good,Good,Good,Fair,Good,Probablyyes
GulistanMarriageHall,Good,Fair,Fair,Good,Good,Fair,Excellent,Good,Probablyyes
GulistanMarriageHall,Good,Good,Good,Fair,Excellent,Excellent,Fair,Excellent,Probablyyes
GulistanMarriageHall,Poor,Fair,Fair,Good,Fair,Good,Fair,Fair,Probablyno
LaraibBanquet,Fair,Good,Good,Fair,Fair,Poor,Fair,Fair,Definitelyno
QuilimMarquee,Fair,Fair,Good,Excellent,Good,Good,Good,Good,Probablyyes
FaisalabadMarriageHall,Good,Good,Excellent,Good,Good,Fair,Fair,Fair,Probablyno
PearlMarriageHall,Poor,Fair,Fair,Good,Excellent,Good,Fair,Fair,Probablyno
RoyalPalaceMarquee,Poor,Fair,Poor,Good,Good,Fair,Good,Fair,Probablyno
KoheToorMarquee,Fair,Good,Good,Excellent,Excellent,Good,Excellent,Excellent,Definitelyyes
CrystalsBanquetHall,Excellent,Good,Fair,Good,Excellent,Good,Good,Good,Probablyyes
GulistanMarriageHall,Excellent,Good,Excellent,Excellent,Good,Good,Good,Good,Definitelyyes
ParadiseGrandMarquee,Fair,Excellent,Excellent,Excellent,Fair,Fair,Good,Fair,Probablyno
KhayyamBanquetHall,Good,Good,Good,Good,Excellent,Excellent,Fair,Excellent,Definitelyyes
StarMarquee,Fair,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Probablyyes
ParadiseGrandMarquee,Good,Fair,Poor,Good,Good,Good,Fair,Fair,Probablyno
StarMarquee,Good,Fair,Good,Good,Fair,Fair,Good,Fair,Probablyno
StarMarquee,Good,Excellent,Good,Excellent,Excellent,Good,Fair,Excellent,Definitelyyes
RoyalPalmMarquee,Fair,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Definitelyyes
StarMarquee,Fair,Good,Excellent,Fair,Excellent,Excellent,Good,Good,Probablyyes
SevenSeasMarquee,Good,Fair,Excellent,Excellent,Excellent,Good,Fair,Excellent,Definitelyyes
SevenSeasMarquee,Good,Fair,Good,Excellent,Excellent,Good,Excellent,Good,Probablyyes
KhayyamBanquetHall,Good,Fair,Good,Good,Excellent,Good,Fair,Good,Probablyyes
SevenSeasMarquee,Good,Good,Excellent,Excellent,Fair,Good,Excellent,Good,Probablyyes
LaraibBanquet,Good,Excellent,Excellent,Fair,Excellent,Excellent,Good,Excellent,Definitelyyes
SevenSeasMarquee,Good,Excellent,Good,Excellent,Excellent,Good,Excellent,Excellent,Probablyyes
KoheToorMarquee,Good,Good,Excellent,Excellent,Excellent,Good,Fair,Good,Definitelyyes
KoheToorMarquee,Good,Good,Good,Excellent,Excellent,Good,Fair,Excellent,Definitelyyes
KoheToorMarquee,Good,Good,Fair,Good,Good,Good,Excellent,Good,Probablyyes
KoheToorMarquee,Fair,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Probablyyes
KoheToorMarquee,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Definitelyyes
TheCastleMarquee,Fair,Good,Fair,Good,Good,Good,Good,Good,Probablyyes
TheCastleMarquee,Good,Fair,Excellent,Excellent,Good,Excellent,Fair,Excellent,Definitelyyes
LayalpurMarquee,Good,Good,Fair,Excellent,Excellent,Excellent,Good,Good,Probablyyes
LayalpurMarquee,Excellent,Excellent,Excellent,Good,Good,Good,Good,Good,Probablyyes
LayalpurMarquee,Fair,Good,Excellent,Good,Good,Good,Excellent,Good,Probablyyes
RoyalPalaceMarquee,Fair,Good,Good,Excellent,Excellent,Good,Fair,Good,Definitelyyes
RoyalPalaceMarquee,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Probablyyes
RoyalPalaceMarquee,Good,Fair,Good,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
RoyalPalaceMarquee,Fair,Good,Fair,Excellent,Excellent,Good,Good,Excellent,Definitelyyes
VictoriaMarquee,Poor,Poor,Fair,Fair,Good,Fair,Good,Fair,Definitelyno
VictoriaMarquee,Fair,Good,Fair,Good,Good,Fair,Excellent,Good,Probablyyes
ParadiseGrandMarquee,Good,Excellent,Fair,Good,Excellent,Good,Fair,Excellent,Definitelyyes
ParadiseGrandMarquee,Fair,Good,Good,Excellent,Excellent,Good,Good,Excellent,Definitelyyes
TheSheratonMarquee,Good,Good,Fair,Excellent,Excellent,Good,Fair,Excellent,Definitelyyes
TheSheratonMarquee,Fair,Fair,Good,Excellent,Excellent,Excellent,Good,Excellent,Definitelyyes
TheSheratonMarquee,Excellent,Good,Fair,Good,Excellent,Good,Good,Excellent,Definitelyyes
TheSheratonMarquee,Excellent,Good,Fair,Excellent,Excellent,Good,Good,Excellent,Definitelyyes
RoyalPalmMarquee,Good,Fair,Poor,Good,Excellent,Good,Fair,Good,Probablyyes
TheSheratonMarquee,Good,Fair,Good,Excellent,Excellent,Good,Fair,Excellent,Definitelyyes
TheSheratonMarquee,Fair,Good,Excellent,Fair,Good,Good,Fair,Good,Probablyyes
WeddingMarquee,Good,Fair,Good,Good,Excellent,Excellent,Fair,Good,Probablyyes
WeddingMarquee,Fair,Good,Fair,Fair,Good,Good,Good,Good,Probablyyes
WeddingMarquee,Excellent,Excellent,Fair,Good,Fair,Good,Excellent,Good,Definitelyyes
CrownPalaceMarquee,Good,Good,Fair,Fair,Fair,Fair,Good,Fair,Probablyyes
CrownPalaceMarquee,Good,Fair,Fair,Poor,Poor,Poor,Good,Fair,Probablyno
CrownPalaceMarquee,Good,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Probablyyes
LaraibBanquet,Excellent,Fair,Good,Good,Good,Excellent,Good,Good,Probablyyes
LaraibBanquet,Good,Good,Fair,Good,Good,Fair,Good,Good,Probablyyes
CrownPalaceMarquee,Good,Fair,Good,Excellent,Excellent,Good,Good,Excellent,Probablyyes
LaraibBanquet,Fair,Good,Excellent,Good,Fair,Good,Excellent,Fair,Probablyno
LaraibBanquet,Fair,Fair,Good,Fair,Fair,Good,Fair,Good,Probablyyes
LaraibBanquet,Excellent,Fair,Good,Good,Good,Fair,Good,Excellent,Probablyyes
LaraibBanquet,Excellent,Excellent,Excellent,Good,Good,Fair,Good,Good,Definitelyyes
JumeirahPalace,Fair,Good,Good,Fair,Good,Good,Good,Good,Probablyyes
KhayyamBanquetHall,Fair,Fair,Fair,Poor,Fair,Fair,Good,Fair,Probablyno
KhayyamBanquetHall,Good,Good,Good,Fair,Good,Excellent,Excellent,Good,Definitelyyes
KhayyamBanquetHall,Excellent,Good,Good,Fair,Good,Excellent,Good,Good,Definitelyyes
CrystalsBanquetHall,Good,Excellent,Excellent,Fair,Excellent,Good,Good,Good,Definitelyyes
CrystalsBanquetHall,Good,Good,Excellent,Good,Good,Good,Fair,Good,Probablyyes
CrystalsBanquetHall,Good,Fair,Excellent,Good,Good,Good,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Good,Excellent,Excellent,Good,Good,Good,Excellent,Good,Definitelyyes
GulistanMarriageHall,Good,Excellent,Good,Excellent,Good,Good,Good,Excellent,Probablyyes
GulistanMarriageHall,Excellent,Good,Good,Good,Good,Good,Good,Good,Definitelyyes
BandhanMarriageHall,Good,Fair,Excellent,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
BandhanMarriageHall,Good,Excellent,Good,Good,Good,Excellent,Excellent,Excellent,Probablyyes
BandhanMarriageHall,Good,Good,Good,Excellent,Excellent,Excellent,Good,Excellent,Definitelyyes
BandhanMarriageHall,Excellent,Good,Good,Excellent,Good,Excellent,Good,Excellent,Probablyyes
BandhanMarriageHall,Fair,Fair,Good,Excellent,Fair,Excellent,Good,Fair,Probablyno
BandhanMarriageHall,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Good,Probablyyes
TamaseelMarriageHall,Fair,Fair,Excellent,Good,Good,Good,Fair,Fair,Probablyno
TamaseelMarriageHall,Good,Excellent,Good,Good,Good,Excellent,Excellent,Good,Probablyyes
TheRoyalBanquet,Good,Good,Fair,Excellent,Good,Good,Fair,Good,Definitelyyes
KhayyamBanquetHall,Good,Good,Excellent,Poor,Good,Good,Excellent,Excellent,Definitelyyes
SevenSeasMarquee,Fair,Good,Fair,Fair,Good,Fair,Excellent,Good,Definitelyyes
QuilimMarquee,Excellent,Good,Good,Good,Good,Good,Good,Excellent,Definitelyyes
RoyalPalmMarquee,Good,Excellent,Excellent,Good,Good,Good,Excellent,Good,Definitelyyes
SevenSeasMarquee,Excellent,Fair,Excellent,Good,Good,Good,Good,Excellent,Probablyyes
StarMarquee,Good,Good,Good,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
KoheToorMarquee,Good,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
LayalpurMarquee,Good,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Definitelyyes
RoyalPalaceMarquee,Good,Fair,Good,Poor,Fair,Fair,Fair,Poor,Definitelyno
TheSheratonMarquee,Good,Excellent,Good,Poor,Fair,Fair,Good,Good,Probablyno
RoyalPalmMarquee,Good,Fair,Good,Good,Good,Fair,Good,Fair,Probablyno
CrownPalaceMarquee,Excellent,Good,Fair,Good,Good,Good,Excellent,Fair,Probablyno
LaraibBanquet,Good,Fair,Good,Poor,Good,Fair,Fair,Good,Probablyyes
JumeirahPalace,Fair,Good,Fair,Poor,Good,Good,Good,Good,Probablyyes
QuilimMarquee,Good,Fair,Fair,Poor,Poor,Poor,Good,Fair,Probablyno
CrownPalaceMarquee,Good,Good,Excellent,Good,Excellent,Excellent,Good,Excellent,Definitelyyes
FaisalabadMarriageHall,Fair,Fair,Good,Fair,Good,Good,Fair,Fair,Probablyyes
PearlMarriageHall,Fair,Fair,Excellent,Fair,Excellent,Fair,Fair,Fair,Definitelyyes
QuilimMarquee,Excellent,Good,Excellent,Good,Good,Good,Good,Fair,Probablyyes
GulistanMarriageHall,Fair,Good,Fair,Good,Good,Excellent,Good,Good,Probablyno
StarMarquee,Excellent,Good,Fair,Good,Good,Fair,Good,Excellent,Probablyyes
VictoriaMarquee,Good,Good,Excellent,Good,Good,Good,Excellent,Good,Probablyyes
RoyalPalaceMarquee,Excellent,Good,Excellent,Excellent,Fair,Good,Fair,Good,Probablyyes
VictoriaMarquee,Fair,Fair,Fair,Poor,Good,Good,Fair,Fair,Probablyyes
QuilimMarquee,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Probablyyes
RoyalPalmMarquee,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Probablyyes
TheSheratonMarquee,Fair,Good,Good,Fair,Good,Good,Fair,Good,Probablyyes
BandhanMarriageHall,Fair,Fair,Good,Fair,Good,Excellent,Poor,Good,Probablyno
TamaseelMarriageHall,Fair,Fair,Excellent,Good,Good,Good,Fair,Good,Probablyyes
BandhanMarriageHall,Fair,Fair,Fair,Good,Good,Poor,Good,Good,Probablyyes
BandhanMarriageHall,Good,Good,Good,Fair,Good,Good,Good,Good,Definitelyyes
BandhanMarriageHall,Fair,Poor,Good,Good,Excellent,Excellent,Fair,Poor,Definitelyyes
LayalpurMarquee,Excellent,Excellent,Good,Good,Fair,Excellent,Fair,Fair,Probablyyes
RoyalPalaceMarquee,Excellent,Fair,Fair,Fair,Excellent,Fair,Fair,Good,Probablyyes
TheSheratonMarquee,Excellent,Good,Good,Good,Good,Good,Excellent,Excellent,Probablyyes
RoyalPalmMarquee,Poor,Fair,Fair,Poor,Fair,Poor,Fair,Poor,Probablyno
VictoriaMarquee,Excellent,Good,Excellent,Good,Good,Excellent,Excellent,Excellent,Probablyyes
CrownPalaceMarquee,Good,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Definitelyyes
LaraibBanquet,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Good,Definitelyyes
JumeirahPalace,Excellent,Good,Good,Fair,Good,Excellent,Good,Fair,Definitelyyes
QuilimMarquee,Good,Fair,Excellent,Good,Excellent,Good,Fair,Good,Probablyyes
CrownPalaceMarquee,Excellent,Good,Fair,Fair,Excellent,Good,Good,Fair,Definitelyyes
FaisalabadMarriageHall,Good,Good,Excellent,Fair,Excellent,Good,Fair,Excellent,Probablyyes
QuilimMarquee,Fair,Fair,Poor,Poor,Good,Fair,Good,Poor,Probablyno
LayalpurMarquee,Fair,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
GulistanMarriageHall,Good,Excellent,Good,Excellent,Excellent,Good,Good,Good,Probablyyes
StarMarquee,Good,Excellent,Good,Excellent,Excellent,Good,Good,Good,Probablyyes
TheCastleMarquee,Good,Good,Excellent,Good,Excellent,Excellent,Good,Excellent,Probablyyes
VictoriaMarquee,Fair,Good,Fair,Fair,Good,Fair,Good,Fair,Probablyyes
RoyalPalaceMarquee,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Good,Probablyyes
RoyalPalmMarquee,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
TheSheratonMarquee,Fair,Fair,Fair,Fair,Excellent,Fair,Fair,Fair,Probablyyes
BandhanMarriageHall,Good,Excellent,Fair,Good,Excellent,Good,Excellent,Good,Definitelyyes
KhayyamBanquetHall,Good,Fair,Fair,Good,Excellent,Good,Excellent,Good,Probablyyes
TamaseelMarriageHall,Poor,Fair,Poor,Fair,Fair,Good,Fair,Fair,Definitelyno
VictoriaMarquee,Poor,Fair,Good,Poor,Good,Fair,Fair,Poor,Probablyno
KoheToorMarquee,Excellent,Good,Excellent,Fair,Excellent,Good,Good,Fair,Probablyyes
SevenSeasMarquee,Good,Fair,Excellent,Fair,Good,Fair,Excellent,Good,Probablyyes
LayalpurMarquee,Good,Fair,Fair,Good,Good,Excellent,Excellent,Good,Probablyyes
VictoriaMarquee,Good,Good,Excellent,Fair,Excellent,Good,Excellent,Excellent,Probablyyes
VictoriaMarquee,Fair,Good,Fair,Good,Excellent,Good,Good,Fair,Probablyyes
SevenSeasMarquee,Poor,Fair,Excellent,Fair,Good,Fair,Good,Fair,Probablyyes
VictoriaMarquee,Good,Excellent,Good,Fair,Good,Excellent,Fair,Good,Definitelyyes
LayalpurMarquee,Excellent,Excellent,Fair,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
CrownPalaceMarquee,Fair,Good,Good,Fair,Excellent,Fair,Excellent,Good,Probablyyes
TheCastleMarquee,Good,Fair,Good,Poor,Good,Fair,Fair,Fair,Probablyno
RoyalPalmMarquee,Excellent,Good,Fair,Good,Good,Excellent,Fair,Excellent,Definitelyyes
LayalpurMarquee,Excellent,Good,Good,Fair,Good,Excellent,Good,Fair,Probablyyes
PearlMarriageHall,Fair,Poor,Poor,Fair,Good,Fair,Good,Fair,Probablyno
CrystalsBanquetHall,Good,Fair,Fair,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
TamaseelMarriageHall,Fair,Good,Good,Fair,Fair,Poor,Poor,Fair,Probablyno
KoheToorMarquee,Good,Good,Good,Fair,Good,Excellent,Fair,Fair,Probablyyes
JumeirahPalace,Poor,Fair,Good,Good,Fair,Good,Fair,Good,Probablyno
WeddingMarquee,Good,Fair,Fair,Poor,Fair,Good,Fair,Poor,Definitelyno
FaisalabadMarriageHall,Excellent,Good,Excellent,Fair,Excellent,Good,Good,Excellent,Definitelyyes
RoyalPalaceMarquee,Good,Fair,Excellent,Good,Good,Fair,Fair,Good,Definitelyyes
JumeirahPalace,Good,Fair,Good,Fair,Fair,Poor,Fair,Good,Probablyyes
LaraibBanquet,Fair,Fair,Good,Fair,Poor,Fair,Poor,Fair,Probablyno
TheRoyalBanquet,Excellent,Excellent,Good,Fair,Excellent,Good,Good,Excellent,Definitelyyes
TheRoyalBanquet,Poor,Fair,Fair,Good,Good,Fair,Fair,Fair,Probablyyes
QuilimMarquee,Poor,Fair,Good,Fair,Fair,Good,Poor,Poor,Definitelyno
BandhanMarriageHall,Excellent,Good,Fair,Fair,Excellent,Good,Good,Good,Definitelyyes
TheSheratonMarquee,Good,Good,Good,Good,Excellent,Good,Fair,Excellent,Definitelyyes
CrownPalaceMarquee,Good,Fair,Good,Good,Good,Excellent,Excellent,Good,Definitelyyes
LayalpurMarquee,Fair,Fair,Fair,Fair,Poor,Poor,Good,Poor,Definitelyno
KhayyamBanquetHall,Poor,Fair,Good,Fair,Fair,Fair,Poor,Fair,Probablyno
TamaseelMarriageHall,Good,Fair,Fair,Fair,Excellent,Good,Excellent,Good,Probablyyes
GulistanMarriageHall,Poor,Fair,Good,Fair,Poor,Fair,Poor,Poor,Definitelyno
LaraibBanquet,Poor,Good,Good,Good,Good,Fair,Fair,Fair,Probablyno
CrystalsBanquetHall,Fair,Poor,Fair,Poor,Good,Fair,Poor,Poor,Definitelyno
FaisalabadMarriageHall,Fair,Excellent,Good,Good,Good,Good,Good,Good,Definitelyyes
GulistanMarriageHall,Good,Good,Good,Fair,Fair,Fair,Good,Fair,Probablyno
QuilimMarquee,Fair,Poor,Fair,Excellent,Good,Good,Fair,Fair,Probablyno
JumeirahPalace,Excellent,Fair,Excellent,Excellent,Excellent,Fair,Excellent,Fair,Probablyyes
GulistanMarriageHall,Poor,Fair,Fair,Good,Good,Good,Fair,Fair,Probablyno
TamaseelMarriageHall,Excellent,Fair,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
KhayyamBanquetHall,Good,Poor,Good,Fair,Fair,Fair,Good,Fair,Probablyno
CrystalsBanquetHall,Good,Fair,Fair,Poor,Poor,Poor,Fair,Poor,Definitelyno
BandhanMarriageHall,Excellent,Fair,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
TamaseelMarriageHall,Excellent,Fair,Good,Poor,Fair,Fair,Good,Fair,Probablyno
StarMarquee,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Good,Probablyyes
QuilimMarquee,Excellent,Good,Excellent,Excellent,Good,Good,Excellent,Good,Probablyyes
SevenSeasMarquee,Good,Fair,Good,Poor,Fair,Fair,Good,Poor,Definitelyno
FaisalabadMarriageHall,Excellent,Fair,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Definitelyyes
TheSheratonMarquee,Fair,Fair,Fair,Fair,Good,Good,Good,Fair,Probablyno
JumeirahPalace,Good,Excellent,Excellent,Good,Excellent,Excellent,Good,Good,Probablyyes
TamaseelMarriageHall,Fair,Good,Excellent,Good,Good,Fair,Fair,Good,Probablyyes
FaisalabadMarriageHall,Good,Fair,Fair,Good,Excellent,Excellent,Good,Excellent,Probablyyes
StarMarquee,Fair,Good,Fair,Poor,Fair,Good,Fair,Fair,Probablyno
JumeirahPalace,Good,Fair,Fair,Fair,Fair,Poor,Good,Fair,Definitelyno
LaraibBanquet,Good,Excellent,Good,Fair,Good,Good,Fair,Good,Probablyyes
QuilimMarquee,Good,Good,Good,Excellent,Good,Good,Good,Good,Probablyyes
GulistanMarriageHall,Poor,Good,Good,Poor,Good,Fair,Fair,Fair,Probablyno
ParadiseGrandMarquee,Fair,Good,Good,Excellent,Excellent,Good,Good,Good,Probablyyes
LayalpurMarquee,Good,Good,Fair,Good,Excellent,Good,Excellent,Good,Definitelyyes
CrystalsBanquetHall,Good,Excellent,Fair,Fair,Excellent,Good,Good,Excellent,Definitelyyes
BandhanMarriageHall,Excellent,Excellent,Good,Fair,Fair,Fair,Excellent,Fair,Probablyno
TamaseelMarriageHall,Good,Good,Fair,Good,Excellent,Excellent,Good,Excellent,Definitelyyes
BandhanMarriageHall,Fair,Fair,Fair,Poor,Good,Fair,Poor,Poor,Definitelyno
VictoriaMarquee,Poor,Good,Fair,Good,Good,Good,Fair,Fair,Probablyno
TheCastleMarquee,Good,Good,Good,Good,Fair,Fair,Fair,Fair,Probablyno
TheSheratonMarquee,Excellent,Fair,Good,Excellent,Excellent,Excellent,Poor,Good,Probablyno
QuilimMarquee,Excellent,Excellent,Excellent,Fair,Excellent,Good,Good,Excellent,Definitelyyes
KoheToorMarquee,Excellent,Good,Good,Fair,Excellent,Excellent,Excellent,Excellent,Probablyyes
KhayyamBanquetHall,Excellent,Fair,Good,Fair,Excellent,Excellent,Good,Good,Probablyyes
TheCastleMarquee,Good,Good,Fair,Good,Excellent,Good,Fair,Good,Probablyyes
BandhanMarriageHall,Excellent,Fair,Good,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
TheRoyalBanquet,Good,Excellent,Fair,Good,Excellent,Good,Fair,Good,Probablyyes
JumeirahPalace,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Probablyyes
SevenSeasMarquee,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Definitelyyes
CrownPalaceMarquee,Good,Excellent,Fair,Good,Excellent,Good,Good,Excellent,Definitelyyes
ParadiseGrandMarquee,Excellent,Good,Excellent,Fair,Excellent,Good,Good,Excellent,Definitelyyes
RoyalPalaceMarquee,Fair,Good,Excellent,Good,Good,Good,Good,Good,Probablyyes
CrystalsBanquetHall,Fair,Good,Good,Fair,Good,Good,Good,Good,Probablyyes
LayalpurMarquee,Excellent,Excellent,Fair,Good,Good,Excellent,Fair,Excellent,Definitelyyes
TamaseelMarriageHall,Excellent,Good,Good,Fair,Good,Excellent,Good,Good,Probablyyes
WeddingMarquee,Good,Good,Good,Good,Excellent,Excellent,Fair,Good,Probablyyes
TheSheratonMarquee,Good,Fair,Fair,Fair,Excellent,Excellent,Good,Good,Probablyyes
LaraibBanquet,Fair,Excellent,Good,Good,Excellent,Excellent,Good,Good,Probablyyes
GulistanMarriageHall,Good,Good,Excellent,Good,Good,Good,Good,Excellent,Probablyyes
RoyalPalmMarquee,Good,Excellent,Fair,Fair,Good,Good,Good,Good,Probablyyes
LayalpurMarquee,Excellent,Excellent,Fair,Poor,Excellent,Excellent,Excellent,Excellent,Probablyyes
TheRoyalBanquet,Fair,Fair,Good,Poor,Good,Fair,Poor,Fair,Definitelyno
TheRoyalBanquet,Fair,Good,Excellent,Fair,Good,Fair,Good,Good,Probablyyes
KoheToorMarquee,Fair,Good,Good,Fair,Excellent,Good,Good,Good,Probablyyes
JumeirahPalace,Fair,Excellent,Fair,Good,Excellent,Good,Good,Excellent,Definitelyyes
SevenSeasMarquee,Good,Excellent,Good,Fair,Excellent,Excellent,Fair,Excellent,Definitelyyes
